Sector,Stage,Amount($),HeadQuarter,Founded,isSuccessFull
Rental,Seed,3226000.0,Bangalore,2012,0
EV,Seed,125171163.09181623,Gujarat,2016,0
"Supply chain, Agritech",Series A,5900000.0,Gurugram,2016,0
SaaS,Series C,44000000.0,Gurugram,2012,0
FinTech,Seed,3879000.0,Gurugram,2015,0
B2B,Seed,125171163.09181623,Gurugram,2019,0
SaaS,Seed,1000000.0,Bangalore,2019,0
Logitech,Series C,13000000.0,Bangalore,2017,0
AI,Pre-Series A,125171163.09181623,Gurugram,2016,0
Ecommerce,Seed,8800000.0,Mumbai,2012,0
Healthtech,Seed,9500000.0,Bangalore,2015,0
Healthtech,Pre-Series A,1000000.0,Bangalore,2018,0
Pharma,Seed,125171163.09181623,Bangalore,2016,0
Fintech,Seed,125171163.09181623,Bangalore,2016,0
Fintech,Pre-Series A,2000000.0,Mumbai,2016,0
Spacetech,Seed,10000000.0,Pune,2018,0
Logistics,Seed,125171163.09181623,Bangalore,2015,0
AI,Series A,5100000.0,Bangalore,2016,0
Agritech,Seed,920000.0,Bangalore,2016,0
Fintech,Series D,15000000.0,Bangalore,2016,0
SaaS,Seed,125171163.09181623,Bangalore,2016,0
Insurance technology,Pre-Series A,125171163.09181623,Pune,2016,0
Gaming,Pre-Series A,1700000.0,Delhi,2016,0
Foodtech & Logistics,Seed,125171163.09181623,Pune,2019,0
Healthtech,Seed,125171163.09181623,Kerala,2015,0
Media,Seed,35600000.0,Bangalore,2009,0
Media,Series C,9400000.0,Bangalore,2014,0
Food,Series B,790000.0,Delhi,2016,0
Healthtech,Seed,480000.0,Delhi,2016,0
FinTech,Seed,250000.0,Mumbai,2016,0
Logistics,Series A,160000.0,Mumbai,2016,0
Healthtech,Pre-Series A,125171163.09181623,Noida,2016,0
Media,Seed,125171163.09181623,Ahmedabad,2018,0
Housing,Seed,125171163.09181623,Noida,2016,0
Edtech,Seed,400000.0,Bangalore,2015,0
Edtech,Series B,8200000.0,Delhi,2008,0
Pharmaceutical,Seed,15500000.0,Bangalore,2014,0
Edtech,Seed,125171163.09181623,Noida,2016,0
Tech,Pre-Series A,4257000.0,Delhi,2015,0
Ecommerce,Seed,1410000.0,Bangalore,2015,0
Yoga & wellness,Seed,125171163.09181623,Bangalore,2016,0
AI,Seed,125171163.09181623,Mumbai,2016,0
Digital Media,Series A,1500000.0,Gurugram,2016,0
FinTech,Seed,500000.0,Bangalore,2018,0
Fintech,Pre-Series A,2100000.0,Bangalore,2018,0
Data Analytics,Pre-Series A,4000000.0,Hyderabad,2019,0
Fitness,Seed,2000000.0,Pune,2016,0
Investment Tech,Seed,125171163.09181623,Bangalore,2018,0
Beverage,Series C,20000000.0,Bangalore,2015,0
Fintech,Pre-Series A,125171163.09181623,Pune,2017,0
Ecommerce,Seed,349800.0,Haryana,2014,0
Edtech,Pre-Series A,786000.0,Chennai,2014,0
Logistics,Series B,2004000.0,Bangalore,2017,0
Edtech,Series C,6800000.0,Bangalore,2016,0
IT,Seed,5000000.0,Bangalore,2004,0
Financial Services,Seed,123000000.0,Delhi,2008,0
IoT,Pre-Series A,248000.0,Goa,2017,0
Automobile,Seed,125171163.09181623,Mumbai,2014,0
Agritech,Series A,12000000.0,Gurugram,2016,0
Biopharma,Seed,7500000.0,Bangalore,2014,0
FinTech,Seed,125171163.09181623,Bangalore,2016,0
Fintech,Series A,4500000.0,Chennai,2016,0
Dairy,Seed,125171163.09181623,Tamil Nadu,2017,0
Beauty & wellness,Seed,150000.0,Delhi,2018,0
Edtech,Pre-Series A,125171163.09181623,Pune,2015,0
Media,Seed,24000000.0,Bangalore,2016,0
Real Estate,Seed,30000000.0,Bangalore,2014,0
Foodtech,Seed,4000000.0,Mumbai,2011,0
Fintech,Seed,15000000.0,Bangalore,2013,0
Travel & SaaS,Series B,13000000.0,Bangalore,2016,0
Digital Media,Seed,125171163.09181623,Bangalore,2016,0
SaaS,Seed,2000000.0,Ahmedabad,2019,0
Healthcare,Seed,125171163.09181623,Bangalore,2016,0
Tourism & EV,Pre-Series A,125171163.09181623,Bangalore,2018,0
AI,Series B,20000000.0,Bangalore,2016,0
Media Tech,Seed,400000.0,Bangalore,2016,0
Gaming,Seed,200000.0,Bangalore,2016,0
Fintech,Series A,14259000.0,Bangalore,2016,0
Healthtech,Pre-Series A,4000000.0,Bangalore,2016,0
Health,Seed,125171163.09181623,Delhi,2018,0
Location Analytics,Seed,125171163.09181623,Bangalore,2019,0
Logistics,Series D,24500000.0,Delhi,2016,0
Food tech,Seed,50000000.0,Bangalore,2016,0
Fintech,Series D,3800000.0,Chennai,2008,0
Logistics,Series D,18370000.0,Mumbai,2014,0
Tech,Seed,68525000.0,Mumbai,2016,0
Fintech,Series F,4800000.0,Bangalore,2013,0
E store,Seed,60000000.0,Bangalore,2016,0
Fintech,Seed,2000000.0,Bangalore,2016,0
Edtech,Series C,12500000.0,Bangalore,2016,0
Food,Seed,1834000.0,Bangalore,2016,0
Tech,Angel,125171163.09181623,Mumbai,2016,0
Gaming,Series A,8000000.0,Bangalore,2018,0
Agritech,Series A,12000000.0,Bangalore,2012,0
Edtech,Series B,7500000.0,Mumbai,2016,0
Fintech,Seed,23850000.0,Gurugram,2014,0
Foodtech,Series A,43000000.0,Bangalore,2014,0
Healthtech,Seed,7000000.0,Bangalore,2018,0
Foodtech,Seed,5000000.0,Gurugram,2016,0
Logistics,Seed,800000.0,Bangalore,2016,0
Fintech,Series B,21600000.0,Bangalore,2016,0
Data Science,Seed,125171163.09181623,Bangalore,2018,0
Fintech,Series A,3500000.0,Mumbai,2016,0
SaaS,Series A,6000000.0,Bangalore,2017,0
Ecommerce,Seed,10000000.0,Bangalore,2012,0
Fintech,Seed,150000.0,Noida,2019,0
FinTech,Seed,500000.0,Delhi,2019,0
Edtech,Seed,4000000.0,Gurugram,2016,0
Healthtech,Series D,55000000.0,Bangalore,2013,0
Agritech,Seed,4598000.0,Bangalore,2016,0
Ecommerce,Seed,13137000.0,Mumbai,2012,0
Insurance,Seed,125171163.09181623,Delhi,2018,0
Healthcare,Seed,125171163.09181623,Bangalore,2016,0
Edtech,Seed,3000000.0,Mumbai,2016,0
Health and Fitness,Series D,115000000.0,Bangalore,2016,0
SaaS,Seed,125171163.09181623,Bangalore,2018,0
IoT,Seed,200000.0,Noida,2016,0
Automobile,Seed,125171163.09181623,Bangalore,2016,0
Fitness,Seed,400000.0,Bangalore,2019,0
Marketplace,Seed,3900000.0,Mumbai,2016,0
Fintech,Pre-Seed,125171163.09181623,Bangalore,2020,0
Food,Seed,125171163.09181623,Mumbai,2016,0
Healthtech,Seed,125171163.09181623,Bangalore,2019,0
Fintech,Series A,3000000.0,Bangalore,2016,0
Media,Seed,670000.0,Bangalore,2016,0
Technology,Seed,1600000.0,Bangalore,2016,0
Interior & decor,Seed,100000.0,Mumbai,2018,0
Ecommerce,Seed,1000000.0,Mumbai,2016,0
Healthtech,Pre-Series A,1500000.0,Hyderabad,2016,0
Automobile,Series A,2500000.0,Bangalore,2016,0
Edtech,Seed,1100000.0,Hyderabad,2015,0
SaaS,Series C,42.23,Mumbai,2010,0
Technology,Series A,8500000.0,Chennai,2016,0
Fintech,Series B,50000000.0,Chennai,2017,0
Spacetech,Pre-Series A,3148000.0,Chennai,2016,0
Fintech,Seed,2600000.0,Bangalore,2020,0
Fintech,Seed,125171163.09181623,Bangalore,2016,0
Fintech,Series A,7000000.0,Bangalore,2015,0
Cleantech,Series A,3000000.0,Gurugram,2016,0
Social e-commerce,Series C,3900000.0,Bangalore,2015,0
FMCG,Seed,125171163.09181623,Bangalore,2016,0
B2B,Seed,1100000.0,Uttar Pradesh,2016,0
Tech,Seed,125171163.09181623,Indore,2016,0
Edtech,Seed,125171163.09181623,Bhopal,2019,0
eMobility,Seed,1000000.0,Bangalore,2016,0
Real Estate,Seed,6000000.0,Mumbai,2016,0
Fintech,Seed,4700000.0,Bangalore,2016,0
Automation tech,Seed,500000.0,Bangalore,2016,0
Fintech,Seed,2000000.0,Bangalore,2016,0
Media & Networking,Seed,3000000.0,Bangalore,2016,0
Foodtech,Seed,1000000.0,Gurgaon,2016,0
FMCG,Series C,2558000.0,Mumbai,2015,0
Ecommerce,Seed,125171163.09181623,Mumbai,2016,0
Edtech,Seed,125171163.09181623,Mumbai,2016,0
Ecommerce,Seed,125171163.09181623,Delhi,2016,0
E-market,Seed,125171163.09181623,Delhi,2018,0
Food & Beverages,Seed,4049500.0,Bangalore,2013,0
Proptech,Seed,1500000.0,Bangalore,2019,0
AI & Data science,Series A,8000000.0,Bangalore,2016,0
Agritech,Series B,6000000.0,Noida,2016,0
Fintech,Seed,5500000.0,Bangalore,2016,0
Beverages,Seed,125171163.09181623,Delhi,2016,0
Healthtech,Series B,10500000.0,Bangalore,2015,0
Travel tech,Seed,125171163.09181623,Delhi,2016,0
Social e-commerce,Pre-Series A,4000000.0,Bangalore,2016,0
Real Estate,Pre-Series A,500000.0,Noida,2016,0
Automotive and Rentals,Seed,6500000.0,Bangalore,2014,0
Ecommerce,Pre-Series A,1000000.0,Bangalore,2017,0
Fintech,Series A,5000000.0,Gurugram,2017,0
Fintech,Series B,30000000.0,Mumbai,2014,0
Edtech,Pre-Series A,125171163.09181623,Bangalore,2016,0
E-tail,Series B,43700000.0,Haryana,2015,0
Accomodation,Seed,125171163.09181623,Delhi,2012,0
Fintech,Series D,23000000.0,Haryana,2016,0
Automotive,Series C,20000000.0,Bangalore,2016,0
AI & Media,Series A,3000000.0,Mumbai,2016,0
Healthtech,Seed,16000000.0,Mumbai,2016,0
Machine Learning,Seed,125171163.09181623,Bangalore,2016,0
Media,Pre-Series A,1500000.0,Haryana,2015,0
Fintech,Seed,125171163.09181623,Delhi,2015,0
Travel,Seed,13800000.0,Noida,2011,0
Deeptech,Pre-Series A,1500000.0,Thane,2014,0
Content Marktplace,Seed,306900.0,Mumbai,2017,0
Fintech,Seed,30000000.0,Bangalore,2015,0
IT,Series B,20000000.0,Kolkata,2012,0
Fintech,Series C,75000000.0,Delhi,2018,0
Visual Media,Seed,2500000.0,Bangalore,2016,0
Edtech,Seed,420000.0,Bangalore,2017,0
Ecommerce,Seed,300000.0,Mumbai,2016,0
Automobile,Seed,125171163.09181623,Delhi,2016,0
Fintech,Seed,1200000.0,Chennai,2016,0
Hygiene,Pre-Series A,1100000.0,Delhi,2016,0
Foodtech,Seed,627300.0,Delhi,2018,0
Foodtech,Series A,113000000.0,Bangalore,2014,0
SaaS,Series C,32000000.0,Banglore,2014,0
Edtech,Series E,110000000.0,Bangalore,2010,0
Proptech,Seed,5500000.0,Gurugram,2015,0
Logistics,Seed,11000000.0,Bangalore,2014,0
Insurtech,Seed,340000.0,Bangalore,2016,0
Transport,Seed,600000.0,Gurugram,2019,0
VR & SaaS,Pre-Series A,1397000.0,Bangalore,2015,0
Ecommerce,Series A,3000000.0,Delhi,2016,0
Cleantech,Seed,16000000.0,Bangalore,2009,0
Sales & Services,Series B,19000000.0,Bangalore,2016,0
Edtech,Seed,250000.0,Noida,2014,0
Edtech,Seed,448500.0,Gurugram,2016,0
AI & Deep learning,Seed,125171163.09181623,Bangalore,2017,0
Social Commerce,Series B,8000000.0,Bangalore,2016,0
Transport,Series C,7975700.0,Delhi,2015,0
Housing & Rentals,Seed,125171163.09181623,Delhi,2016,0
Edtech,Seed,125171163.09181623,Indore,2016,0
Co-working,Seed,125171163.09181623,Pune,2016,0
Fitness,Seed,330000.0,Bangalore,2016,0
Estore,Seed,3500000.0,Bangalore,2016,0
SaaS,Series A,125171163.09181623,Bangalore,2016,0
FinTech,Seed,5000000.0,Bangalore,2016,0
Fintech,Seed,5600000.0,Bangalore,2010,0
Edtech,Series C,24000000.0,Bangalore,2016,0
Fintech,Seed,1402000.0,Chennai,2016,0
Agritech,Series A,5500000.0,Bangalore,2016,0
Fintech,Series B,50000000.0,Bangalore,2016,0
Edtech,Series A,5200000.0,Delhi,2016,0
Ecommerce,Series C,2200000.0,Bangalore,2011,0
FinTech,Pre-Series A,1500000.0,Bangalore,2018,0
Healthtech,Pre-Series A,1000000.0,Bangalore,2019,0
Marketing,Series C,25000000.0,Bangalore,2016,0
Edtech,Pre-Series A,2500000.0,Bangalore,2018,0
Beverages,Seed,21500000.0,Bangalore,2012,0
SaaS,Seed,2000000.0,Ahmedabad,2011,0
Tech,Seed,125171163.09181623,Bangalore,2016,0
E-market,Series F,40000000.0,Mumbai,2013,0
E-market,Series E,296000000.0,Pune,2010,0
Edtech,Seed,200000000.0,Bangalore,2011,1
Agritech,Series C,32000000.0,Chennai,2015,0
HR tech,Seed,6000000.0,Bangalore,2016,0
Media,Seed,3500000.0,Mumbai,2016,0
Agritech,Series B,30000000.0,Coimbatore,2016,0
Media,Seed,250000.0,Hyderabad,2016,0
Agritech,Seed,20000.0,Jodhpur,2016,0
Edtech,Seed,125171163.09181623,Delhi,2016,0
Fintech,Seed,8000000.0,Gurugram,2016,0
Media,Series A,5500000.0,Mumbai,2016,0
Fintech,Pre-Series A,1000000.0,Mumbai,2018,0
Food tech,Seed,4900000.0,Bangalore,2016,0
E tailor,Seed,125171163.09181623,Bangalore,2015,0
Fintech,Seed,2500000.0,Jaipur,2019,0
Accomodation,Seed,3500000.0,Bangalore,2016,0
SaaS,Series A,1402400.0,Bangalore,2016,0
Edtech,Seed,12618300.0,Mumbai,2016,0
Edtech,Seed,1400000.0,Kochi,2017,0
E-mobility,Series A,10000000.0,Bangalore,2016,0
Edtech,Pre-Series A,125171163.09181623,Bangalore,2012,0
Food,Seed,125171163.09181623,Mumbai,2016,0
Healthtech,Seed,9900000.0,Gurugram,2015,0
Fintech,Seed,125171163.09181623,Bangalore,2016,0
Edtech,Series A,15000000.0,Gurugram,2017,0
Ad-tech,Seed,3000000.0,Bangalore,2017,0
E-mobility,Seed,125171163.09181623,Bangalore,2018,0
Fintech,Seed,100000000.0,Delhi,2018,0
Agritech,Seed,3000000.0,Gurugram,2015,0
Automotive,Series C,35000000.0,Bangalore,2016,0
Transport,Seed,600000.0,Gurugram,2019,0
SaaS,Seed,2000000.0,Mumbai,2011,0
Marketplace,Seed,2200000.0,Bangalore,2018,0
Healthtech,Seed,500000.0,Bangalore,2017,0
Edtech,Seed,982530.0,Bangalore,2018,0
Edtech,Series A,200000000.0,Pune,2014,1
Fintech,Series B,70185200.0,Bangalore,2016,0
SaaS,Seed,125171163.09181623,Delhi,2015,0
Fintech,Series C,12000000.0,Gurugram,2016,0
Marketplace,Series C,30000000.0,Mumbai,2015,0
SaaS,Series D,210000000.0,Bangalore,2011,0
Insurtech,Seed,84000000.0,Bangalore,2016,0
Interior Design,Series D,60000000.0,Bangalore,2014,0
Fintech,Seed,125171163.09181623,Mumbai,2016,0
Edtech,Seed,125171163.09181623,Noida,2018,0
Fintech,Seed,125171163.09181623,Noida,2016,0
SaaS,Seed,125171163.09181623,Delhi,2016,0
Neo-banking,Seed,125171163.09181623,Haryana,2016,0
Transport Automation,Series B,39000000.0,Bangalore,2016,0
Food,Series A,2700000.0,Bangalore,2016,0
Healthtech,Pre-Series A,1403400.0,Delhi,2018,0
Edtech,Series A,4300000.0,New Delhi,2017,0
Automotive and Rentals,Series D,105000000.0,Bangalore,2014,0
Techonology,Seed,11000000.0,Bangalore,2016,0
Dairy,Seed,400000.0,Bangalore,2017,0
SaaS,Seed,1000000.0,Bangalore,2019,0
IoT,Series B,103000000.0,Bangalore,2017,0
Beverage,Seed,220000.0,Goa,2013,0
Transport & Rentals,Series D,30000000.0,Bangalore,2013,0
Fintech,Seed,250000.0,Noida,2019,0
SaaS,Seed,6000000.0,Bangalore,2019,0
AI,Series A,6000000.0,Bangalore,2016,0
AI Robotics,Seed,281300.0,Bangalore,2016,0
HR tech,Seed,125171163.09181623,Gurugram,2018,0
Pharmaceutical,Seed,125171163.09181623,Kolkata,2016,0
Healthtech,Seed,125171163.09181623,Mumbai,2016,0
Healthtech,Seed,12700.0,Mumbai,2016,0
Fintech,Seed,12700.0,Mumbai,2016,0
Edtech,Seed,12700.0,Bangalore,2016,0
B2B marketplace,Seed,125171163.09181623,Bangalore,2016,0
HR tech,Series C,30000000.0,Bangalore,2010,0
Edtech,Pre-Series A,700000.0,Pune,2016,0
Fintech,Seed,600000.0,Bangalore,2016,0
Ecommerce,Seed,25000.0,Delhi,2016,0
Gaming,Seed,400000.0,Bangalore,2019,0
Automotive and Rentals,Series D,97500000.0,Bangalore,2014,0
Automation,Series C,90000000.0,Bangalore,2015,0
Preschool Daycare,Seed,507000.0,Delhi,2016,0
FinTech,Seed,125171163.09181623,Bengaluru,2016,0
Food diet,Pre-Series A,125171163.09181623,Bangalore,2018,0
Fintech,Seed,15000000.0,Bangalore,2013,0
B2B Agritech,Series C,10000000.0,Bangalore,2015,0
B2B Agritech,Seed,2000000.0,Bangalore,2017,0
E-connect,Series A,2000000.0,Hyderabad,2019,0
AI,Seed,160000.0,Pune,2016,0
Fintech,Pre-Seed,2000000.0,Bangalore,2019,0
Ecommerce,Seed,125171163.09181623,Mumbai,2017,0
Tech hub,Seed,125171163.09181623,Bengaluru,2016,0
FMCG,Seed,125171163.09181623,Delhi,2016,0
Technology,Seed,125171163.09181623,Noida,2016,0
Edtech,Seed,125171163.09181623,New Delhi,2016,0
Entertainment,Seed,2000000.0,Bangalore,2016,0
Medtech,Series B,5200000.0,Bangalore,2016,0
Consultancy,Series A,15000000.0,Bangalore,2016,0
Fintech,Seed,125171163.09181623,Chandigarh,2015,0
Edtech,Series B,8400000.0,Bangalore,2016,0
Ecommerce,Seed,1100000.0,Noida,2012,0
FinTech,Seed,3400000.0,Bangalore,2016,0
Ecommerce,Series A,18300000.0,Bangalore,2016,0
Rental,Seed,2000000.0,Bangalore,2014,0
Foodtech,Seed,150000000.0,Bangalore,2016,0
Edtech,Seed,200000000.0,Bangalore,2011,1
Pharmacy,Seed,1400000.0,Mumbai,2016,0
SaaS,Series B,125000000.0,Hyderabad,2016,0
Beverage,Seed,1000000.0,Chennai,2016,0
Logistics,Series F,3400000.0,Gurugram,2014,0
SaaS,Seed,125171163.09181623,Indore,2019,0
Edtech,Seed,181000.0,Bangalore,2008,0
Deisgning,Series A,500000.0,Hyderabad,2016,0
Taxation,Seed,280000.0,Ahmedabad,2016,0
Fintech,Seed,15000000.0,Gurgaon,2016,0
Logistics,Seed,10000000.0,Bangalore,2015,0
Agritech,Series A,125171163.09181623,Pune,2001,0
Fintech,Seed,3000000.0,Bangalore,2018,0
Automobile Technology,Series B,14700000.0,Delhi,2016,0
Fashion,Pre-Series A,1000000.0,Chennai,2017,0
Edtech,Seed,1500000.0,Delhi,2016,0
Fintech,Seed,13200000.0,Bangalore,2016,0
Cosmetics,Seed,8000000.0,Mumbai,2012,0
Transport,Series C,8043000.0,Delhi,2015,0
Logitech,Series A,9000000.0,Chennai,2017,0
AI startup,Pre-Series A,1200000.0,Bangalore,2019,0
EdTech,Seed,120000000.0,Mumbai,2015,0
EdTech,Series D,30000000.0,Mumbai,2012,0
B2B E-commerce,Series C,51000000.0,Mumbai,2015,0
FinTech,Seed,2000000.0,Gurugram,2021,0
Home services,Seed,188000000.0,New Delhi,2014,0
HealthTech,Seed,200000.0,Bangalore,2018,0
HealthTech,Pre-Series A,125171163.09181623,Mumbai,2016,0
Tech Startup,Seed,125171163.09181623,Bangalore,2020,0
E-commerce,Seed,1000000.0,Mumbai,2010,0
HealthTech,Pre-Series A,3000000.0,Mumbai,2016,0
B2B service,Seed,100000.0,New Delhi,2017,0
Helathcare,Seed,700000.0,Bangalore,2014,0
Renewable Energy,Seed,2000000.0,Hyderabad,2014,0
E-commerce,Seed,9000000.0,Jaipur,2018,0
Electronics,Seed,40000000.0,Bangalore,1993,0
Renewable Energy,Seed,49000000.0,New Delhi,2014,0
IT startup,Pre-Series A,400000.0,Bangalore,2020,0
EdTech,Seed,300000.0,New Delhi,2016,0
FinTech,Series B,25000000.0,Bangalore,2017,0
FinTech,Series E,160000000.0,Bangalore,2014,1
EdTech,Seed,125171163.09181623,Bangalore,2020,0
Food & Beverages,Pre-Seed,150000.0,New Delhi,2015,0
Aeorspace,Pre-Series A,1800000.0,Ahmadabad,2017,0
FinTech,Seed,5000000.0,Chennai,2008,0
Deep Tech,Seed,850000.0,Bangalore,2019,0
HealthTech,Series A,3000000.0,New Delhi,2015,0
HealthTech,Series D,53000000.0,Gurugram,2018,0
Dating,Pre-Series A,2000000.0,New Delhi,2013,0
EdTech,Seed,500000.0,Bangalore,2018,0
Gaming,Seed,1100000.0,Bangalore,2021,0
Robotics,Seed,6000000.0,Mumbai,2015,0
Retail,Seed,800000.0,"Small Towns, Andhra Pradesh",2019,0
Food,Pre-Series A,500000.0,Bangalore,2019,0
Oil and Energy,Seed,1000000.0,New Delhi,2017,0
FinTech,Seed,10000000.0,Gurugram,2017,0
Tech Startup,Seed,500000.0,Goa,2017,0
AgriTech,Seed,200000.0,Rajsamand,2018,0
Electronics,Seed,6000000.0,New Delhi,2016,0
Food & Beverages,Seed,125171163.09181623,Mumbai,2019,0
Telecommuncation,Seed,21000000.0,Bangalore,2010,0
Milk startup,Seed,100000.0,Ranchi,2019,0
EdTech,Seed,1000000.0,Ahmadabad,2016,0
AI Chatbot,Seed,7500000.0,"Faridabad, Haryana",2020,0
IT,Seed,100000.0,Bangalore,2019,0
Logistics,Seed,1000000.0,Gurugram,2021,0
Hospitality,Seed,26000000.0,Bangalore,2017,0
Fashion,Series A,1000000.0,Gurugram,2018,0
E-commerce,Seed,7400000.0,Mumbai,2018,0
FinTech,Seed,2000000.0,New Delhi,2020,0
Marketing,Seed,1500000.0,Gurugram,2018,0
Transportation,Seed,3000000.0,Gurugram,2017,0
LegalTech,Seed,600000.0,New Delhi,2017,0
Food delivery,Seed,800000000.0,Bangalore,2014,0
EdTech,Seed,125171163.09181623,Bangalore,2019,0
EdTech,Series B,17000000.0,Bangalore,2016,0
Automotive,Pre-Series B,3500000.0,Bangalore,2015,0
FinTech,Debt Financing,15000000.0,Gujarat,1999,0
FinTech,Series D,215000000.0,Bangalore,2018,1
SaaS startup,Seed,2500000.0,Bangalore,2015,0
HealthTech,Series E,350000000.0,Mumbai,2015,0
Renewable Energy,Seed,2000000.0,Mumbai,1989,0
FinTech,Seed,5500000.0,Mumbai,2020,0
Fantasy sports,Seed,600000.0,Gurugram,2020,0
Food & Beverages,Pre-Series A,125171163.09181623,New Delhi,2018,0
FinTech,Series D,83000000.0,Bangalore,2017,0
FinTech,Series A,26000000.0,Bangalore,2016,0
FinTech,Pre-Series A,125171163.09181623,Pune,2014,0
FinTech,Seed,110000000.0,Gurugram,2015,0
Video communication,Seed,3000000.0,Bangalore,2019,0
Social Media,Seed,500000000.0,Bangalore,2015,0
Skill development,Seed,1000000.0,Gurugram,2020,0
Retail,Series C,65000000.0,Gurugram,2015,0
FinTech,Debt Financing,150000000000.0,Mumbai,2018,1
FinTech,Seed,6000000.0,Thane,2017,0
Rental,Pre-Series A,700000.0,Gurugram,2018,0
FinTech,Seed,10000000.0,Bangalore,2017,0
E-commerce,Pre-Series A,700000.0,Hyderabad,2016,0
E-commerce,Seed,300000000.0,Bangalore,2015,1
EdTech,Seed,2200000.0,Bangalore,2019,0
EdTech,Pre-Series A,35000000.0,Bangalore,2020,0
Tech Startup,Seed,140000000.0,Bangalore,2016,0
Recruitment,Seed,200000.0,Gurugram,2019,0
E-commerce,Series A,4000000.0,Pune,2015,0
Social Media,Seed,13000000.0,Bangalore,2018,0
Retail,Pre-Series A,1100000.0,Bangalore,2017,0
HealthCare,Seed,125171163.09181623,Bangalore,2020,0
FinTech,Seed,125171163.09181623,Bangalore,2019,0
SaaS startup,Seed,2000000.0,Bangalore,2020,0
Sports,Seed,2000000.0,Mumbai,2017,0
Computer Games,Seed,800000.0,Bangalore,2020,0
FinTech,Seed,6000000.0,Mumbai,2018,0
Consumer Goods,Seed,2500000.0,Bangalore,2016,0
FinTech,Seed,9500000.0,Gurugram,2018,0
Food & Beverages,Seed,13000000.0,Bangalore,2020,0
Information Technology,Seed,5000000.0,Bangalore,2015,0
Apparel & Fashion,Seed,8000000.0,Mumbai,2012,0
Logistics & Supply Chain,Seed,1000000.0,New Delhi,2018,0
Computer Games,Other,125171163.09181623,Computer Games,2020,0
Healthtech,Seed,125171163.09181623,Mumbai,2020,0
Retail,Seed,200000.0,Cochin,2015,0
EdTech,Seed,12000000.0,Gurugram,2010,0
Healthcare,Seed,1500000.0,Bangalore,2020,0
SportsTech,Seed,2000000.0,Mumbai,2020,0
HRTech,Seed,1700000.0,Mumbai,2014,0
Gaming,Seed,5500000.0,Pune,2017,0
FinTech,Seed,1000000.0,New Delhi,2020,0
Food & Beverages,Seed,13000000.0,Bangalore,2020,0
Information Technology,Series A,5000000.0,Bangalore,2015,0
Apparel & Fashion,Seed,8000000.0,Mumbai,2012,0
Logistics & Supply Chain,Pre-Series A,1000000.0,New Delhi,2018,0
Computer Games,Other,125171163.09181623,Computer Games,2020,0
Healthtech,Pre-Seed,125171163.09181623,Mumbai,2020,0
Retail,Pre-Series A,200000.0,Cochin,2015,0
EdTech,Series A,12000000.0,Gurugram,2010,0
Healthcare,Seed,1500000.0,Bangalore,2020,0
SportsTech,Pre-Series A,2000000.0,Mumbai,2020,0
HRTech,Seed,1700000.0,Mumbai,2014,0
Gaming,Series A,5500000.0,Pune,2017,0
FinTech,Seed,1000000.0,New Delhi,2020,0
Wine & Spirits,Seed,400000.0,Bangalore,2019,0
Mechanical & Industrial Engineering,Series E,150000000.0,Bangalore,2018,0
Spiritual,Seed,4000000.0,Bangalore,2020,0
Consumer Goods,Seed,125171163.09181623,Mumbai,2011,0
Financial Services,Series C,100000000.0,Bangalore,2018,0
Consumer Goods,Series A,6000000.0,Gurugram,2015,0
Industrial Automation,Series A,1000000.0,Bangalore,2016,0
FinTech,Pre-Seed,125171163.09181623,Bangalore,2020,0
Consumer Goods,Pre-Series A,500000.0,Mumbai,2019,0
Information Technology,Seed,2000000.0,Noida,2013,0
Information Technology,Seed,125171163.09181623,Gurugram,2018,0
Health,Series A,5500000.0,Gurugram,2015,0
Information Technology,Seed,125171163.09181623,New Delhi,2012,0
Lifestyle,Seed,15000000.0,Bangalore,2013,0
Automotive,Seed,2000000.0,Pune,2019,0
IoT,Bridge,500000.0,New Delhi,2017,0
Consumer Goods,Seed,1000000.0,Bangalore,2016,0
Logistics,Seed,10000000.0,Mumbai,2016,0
FinTech,Series C,40000000.0,Bangalore,2015,0
Banking,Seed,10000000.0,New Delhi,2017,0
Food & Beverages,Seed,125171163.09181623,Mumbai,2014,0
Computer software,Series D,225000000.0,Bangalore,2014,0
Computer software,Series A,6700000.0,Bangalore,2016,0
Automotive,Seed,1300000.0,Hyderabad,2018,0
FinTech,Debt Financing,20000000.0,New Delhi,2018,0
Computer software,Seed,250000.0,Pune,2019,0
Automotive,Seed,125171163.09181623,Pune,2018,0
AgriTech,Series A,21000000.0,Chandigarh,2016,0
Tech startup,Pre-Seed,400000.0,Bangalore,2019,0
Digital mortgage,Pre-Series A,1200000.0,New Delhi,2016,0
Hospitality,Series F,5000000.0,Gurugram,2013,0
Information Technology & Services,Seed,52000000.0,Bangalore,2015,0
FinTech,Seed,400000.0,Noida,2017,0
Furniture,Seed,3800000.0,Mumbai,2017,0
Healthcare,Seed,17500000.0,Bangalore,2020,0
E-commerce,Seed,42000000.0,Gurugram,2021,0
EdTech,Seed,6000000.0,Gurugram,2020,0
B2B marketplace,Seed,3800000.0,Gurugram,2019,0
Computer software,Seed,2000000.0,Bangalore,2019,0
EdTech,Seed,2300000.0,Mumbai,2019,0
Food & Beverages,Seed,5000000.0,New Delhi,2018,0
Financial Services,Seed,20000000.0,Bangalore,2019,0
Healtcare,Seed,1000000.0,New Delhi,2016,0
